day_number,name,hagiography,url,weight
1005,Источен Петок—Балаклија,Се слави во петокот на Светлата седмица.,http://mpc.org.mk/Kalendar/prolog.asp?id=2206,3
1007,Томина недела (Антипасха),,,3
1025,Преполовение,,,3
1040,Вознесение Христово,"Четириесет дена по Воскресението, Спасителот го остварува она што го вети од почетокот. Се врати при Својот Отец за да Го испрати при учениците Духот на Вистината. Оттогаш Христос седи од десната страна на Отецот. Одењето кај Отецот е чин јавен: се случува пред очите на апостолите. Христос се подига во воздухот и облак Го подзема носејќи Го на небото. Последните пораки што им ги дава се подготовки за Педесетницата. Не оддалечувајте се од Ерусалим, туку чекајте го ветувањето од Отецот, за кое сте слушале од Мене! Зашто Јован крштеваше со вода, а вие не по многу дни од денес, ќе бидете крстени со Светиот Дух. А тие, кога се собраа, Го прашаа велејќи: Во ова време ли го востановуваш, Господи, царството Израилево? И Он им одговори: Не е ваше да ги знаете времињата или годините, што Отецот ги задржал во Своја власт; но ќе примите сила, кога врз вас ќе слезе Светиот Дух; и ќе Ми бидете сведоци и во цела Јудеја и Самарија, и дури до крајот на земјата (Дела 1, 4 – 8). И веднаш, додека гледаа како се крева на небото, двајца мажи во бела облека, всушност ангели, благовестеа за Второто доаѓање на Христос на земјата. Наспроти упатството да не умуваат околу времињата на овие настани, кои се во Божја власт, во првите години па и векови по Вознесението, христијаните очекуваа самите да бидат очевидци на земјата на славната Парусија Господова.",http://mpc.org.mk/Kalendar/prolog.asp?id=2197,3
1050,Педесетница,"Новозаветната Педесетница е денот на славното исполнување на ветувањето за Христовото испраќање на Светиот Дух врз апостолите. Ова е крајно радосен, извонреден и утешителен настан. Куќата во која тие пребиваат еднодушни одеднаш е преисполнета со шум од небото, сличен на силен ветар, а разделени јазици, како огнени, се спуштаат врз секого од учениците. Од ова тие се исполнуваат со Дух Свети и почнуваат да го благовестат Евангелието на разни јазици, онака како што Светиот Дух им даваше да изговараат. За разлика од мистиката на Успението на Пресвета Богородица, на пример, при доаѓањето на славата на Господ и другите одондестрани и чудесни појави кое им се открива како видение на некои од присутните, настаните на Педесетница стануваат очигледни за сите, не само за достојните. За да ги видат, на ерусалимјаните не им беше неопходен духовниот вид, иако на виденото не дадоа сите еднаков духовен одговор. Значи, зборувањето на сите јазици на кои луѓето од Ерусалим зборуваа (бидејќи во него живееја дојденци од разни краеви) едни го гледаа како прекрасно чудо, други како знак на пијанство. Петар вдахновено го објаснува настанот и ги упатува на пророштвата за овој настан до Избраниот народ дојдени преку Пророкот Јоил. Благовеста на Петар допре до срцата на многубројните луѓе што го чуја и тие го примија покајанието заради името на Исуса Христа. Во тој ден се крстија и присоединија кон Црквата Христова околу три илјади души. Оттогаш наваму Педесетница се смета за роденеден на црквата Божја. За првпат по падот човекот ипостасно Го прима Светиот Дух и ја добива полната и реална можност да живее според благодатта.",http://mpc.org.mk/Kalendar/prolog.asp?id=2198,4
1051,Педесетница (втор ден),"Новозаветната Педесетница е денот на славното исполнување на ветувањето за Христовото испраќање на Светиот Дух врз апостолите. Ова е крајно радосен, извонреден и утешителен настан. Куќата во која тие пребиваат еднодушни одеднаш е преисполнета со шум од небото, сличен на силен ветар, а разделени јазици, како огнени, се спуштаат врз секого од учениците. Од ова тие се исполнуваат со Дух Свети и почнуваат да го благовестат Евангелието на разни јазици, онака како што Светиот Дух им даваше да изговараат. За разлика од мистиката на Успението на Пресвета Богородица, на пример, при доаѓањето на славата на Господ и другите одондестрани и чудесни појави кое им се открива како видение на некои од присутните, настаните на Педесетница стануваат очигледни за сите, не само за достојните. За да ги видат, на ерусалимјаните не им беше неопходен духовниот вид, иако на виденото не дадоа сите еднаков духовен одговор. Значи, зборувањето на сите јазици на кои луѓето од Ерусалим зборуваа (бидејќи во него живееја дојденци од разни краеви) едни го гледаа како прекрасно чудо, други како знак на пијанство. Петар вдахновено го објаснува настанот и ги упатува на пророштвата за овој настан до Избраниот народ дојдени преку Пророкот Јоил. Благовеста на Петар допре до срцата на многубројните луѓе што го чуја и тие го примија покајанието заради името на Исуса Христа. Во тој ден се крстија и присоединија кон Црквата Христова околу три илјади души. Оттогаш наваму Педесетница се смета за роденеден на црквата Божја. За првпат по падот човекот ипостасно Го прима Светиот Дух и ја добива полната и реална можност да живее според благодатта.",http://mpc.org.mk/Kalendar/prolog.asp?id=2198,4
1052,Педесетница (трет ден),"Новозаветната Педесетница е денот на славното исполнување на ветувањето за Христовото испраќање на Светиот Дух врз апостолите. Ова е крајно радосен, извонреден и утешителен настан. Куќата во која тие пребиваат еднодушни одеднаш е преисполнета со шум од небото, сличен на силен ветар, а разделени јазици, како огнени, се спуштаат врз секого од учениците. Од ова тие се исполнуваат со Дух Свети и почнуваат да го благовестат Евангелието на разни јазици, онака како што Светиот Дух им даваше да изговараат. За разлика од мистиката на Успението на Пресвета Богородица, на пример, при доаѓањето на славата на Господ и другите одондестрани и чудесни појави кое им се открива како видение на некои од присутните, настаните на Педесетница стануваат очигледни за сите, не само за достојните. За да ги видат, на ерусалимјаните не им беше неопходен духовниот вид, иако на виденото не дадоа сите еднаков духовен одговор. Значи, зборувањето на сите јазици на кои луѓето од Ерусалим зборуваа (бидејќи во него живееја дојденци од разни краеви) едни го гледаа како прекрасно чудо, други како знак на пијанство. Петар вдахновено го објаснува настанот и ги упатува на пророштвата за овој настан до Избраниот народ дојдени преку Пророкот Јоил. Благовеста на Петар допре до срцата на многубројните луѓе што го чуја и тие го примија покајанието заради името на Исуса Христа. Во тој ден се крстија и присоединија кон Црквата Христова околу три илјади души. Оттогаш наваму Педесетница се смета за роденеден на црквата Божја. За првпат по падот човекот ипостасно Го прима Светиот Дух и ја добива полната и реална можност да живее според благодатта.",http://mpc.org.mk/Kalendar/prolog.asp?id=2198,4
1057,Недела на сите светии,,,2
1,"Свети Григориј (Григентиј), епископ Омиритски","Најпрво беше ѓакон на медиоланската Црква и имаше многубројни виденија. По Божја Промисла беше одведен во Александрија, каде што патријархот Протериј според едно небесно откровение го ракоположи за епископ на Омиритската земја, во јужна Арабија, којашто Св. Елезвој (под 24 октомври) штотуку ја беше ослободил од тиранинот Дунаан Евреинот. Свети Григориј се памти како добар пастир и голем чудотворец. Со помош на христољубивиот цар Аврамиј ја уреди омиритската Црква, подигна многу храмови и крсти голем број Евреи. Вршеше големи и страшни чуда со молитва; на неговата молитва пред неверните Евреи се јави и Самиот Господ Христос, а тоа беше пресудно за да се крстат. Управуваше со Црквата триесет години. Се упокои мирно во 552 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=2148,1
1,"Свети Бонифатиј Милостив, епископ Ферентиски","Уште од детството беше необично милостив, а мајка му обично го прекоруваше за тоа. Од Господ преку молитвата за ова добиваше стократно. Се упокои мирно во 6 век во Италија.",http://mpc.org.mk/Kalendar/prolog.asp?id=2149,0
1,Преподобен Илија Муромец,Монах киевопечерски. Се упокои во 1188 година. Неговите нетлени мошти се чудотворни. На десната рака досега му стојат трите прсти составени за молитва. Од ова се гледа дека умрел на молитва.,http://mpc.org.mk/Kalendar/prolog.asp?id=2150,1
2,Светиот свештеномаченик Игнатиј Богоносец,"Овој свет маж е наречен Богоносец затоа што постојано во срцето и на јазикот го носел името на живиот Бог. Преданието уште вели дека е наречен Богоносец и зашто него го зел на раце воплотениот Бог Исус Христос. Во времето кога Господ ги учеше своите ученици на духовен живот според евангелските заповеди, зеде едно дете, го постави меѓу нив и им рече: „Оној којшто ќе се смири и ќе стане како ова дете, тој е најголем во царството небесно“ (Матеј 18, 4). Тоа дете беше Игнатиј. Подоцна Игнатиј му беше ученик на Св. Јован Богослов, заедно со Поликарп, епископот Смирненски. Како Антиохиски епископ управуваше со Божјата Црква како добар пастир. Го воведе антифонскиот начин на пеење во Црквата, т.е. наизменично пеење на две певници. Овој начин на пеење му се откри на Св. Игнатиј меѓу ангелите на небесата. Кога царот Трајан минуваше низ Антиохија одејќи во војна против Персијанците, дозна за Игнатиј, го повика кај себе и почна да го советува да им принесе жртва на идолите за да биде од него поставен за сенатор. Бидејќи советите и заканите на царот останаа залудни, Свети Игнатиј го оковаа во железо и во придружба на десетмина најнемилосрдни војници го испратија во Рим, за да биде фрлен пред ѕверовите. Игнатиј му се радуваше на страдањето заради Господа и постојано Му се молеше на Бога ѕверовите да станат гроб за неговото тело и никој да не го попречи во таа смрт. По долго и тешко патување од Азија преку Тракија, Македонија и Епир, Игнатиј пристигна во Рим, каде што го фрлија пред лавовите во циркусот. Лавовите го растргнаа и го изедоа, оставија само неколку коски и срцето. Овој славен вљубеник во Господ Исус Христос пострада во 106 година во Рим, за време на христоборниот цар Трајан. Се има јавувано повеќепати, притекнувајќи им на помош на сите што го повикуваат со вера.",http://mpc.org.mk/Kalendar/prolog.asp?id=2151,1
2,"Свети Данило, архиепископ Српски","Син на богати и богољубиви родители. Во младоста беше добро воспитан. Кралот Милутин го зеде на својот дворец, но тој од голема љубов кон Бога побегна и се замонаши во Кончулскиот манастир покрај Ибар. Подоцна беше игумен на Хилендар и многу претрпе од латинските крстоносци. Беше епископ Бањски, потоа Хумски и најпосле архиепископ Српски. Беше строг подвижник за време на целиот монашки живот. Имаше особен дар на солзи. Крепко се бореше против Латините и богомилите. Под негов надѕор се изградени манастирите Бања и Дечани. Обнови и изгради многубројни цркви. Се упокои мирно во времето на цар Душан, ноќта меѓу 19 и 20 декември во 1338 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=2152,0
